time,P,G(i),H_sun,T2m,WS10m,Int
20140113:0209,0.0,0.0,0.0,14.65,3.63,0.0
20140113:0309,0.0,0.0,0.0,14.65,3.38,0.0
20140113:0409,0.0,0.0,0.0,14.62,2.66,0.0
20140113:0509,0.0,0.0,0.0,14.58,1.94,0.0
20140113:0609,602480.0,58.75,6.56,14.54,1.23,0.0
20140113:0709,2887620.0,217.19,16.35,14.6,0.87,0.0
20140113:0809,857820.0,76.62,24.54,14.65,0.51,0.0
20140113:0909,662660.0,62.43,30.43,14.7,0.15,0.0
20140113:1009,2394280.0,184.41,33.28,14.9,0.81,0.0
20140113:1109,2179570.0,169.27,32.64,15.1,1.47,0.0
20140113:1209,896580.0,79.46,28.61,15.3,2.12,0.0
20140113:1309,375020.0,40.68,21.8,15.4,1.6,0.0
20140113:1409,87550.0,16.08,12.96,15.51,1.07,0.0
20140113:1509,0.0,2.84,2.72,15.61,0.54,0.0
20140113:1609,0.0,0.0,0.0,15.59,0.61,0.0
20140113:1709,0.0,0.0,0.0,15.56,0.69,0.0
20140113:1809,0.0,0.0,0.0,15.53,0.76,0.0
20140113:1909,0.0,0.0,0.0,15.58,0.92,0.0
20140113:2009,0.0,0.0,0.0,15.62,1.08,0.0
20140113:2109,0.0,0.0,0.0,15.66,1.24,0.0
20140113:2209,0.0,0.0,0.0,15.74,1.67,0.0
20140113:2309,0.0,0.0,0.0,15.82,2.1,0.0
20140114:0009,0.0,0.0,0.0,15.9,2.52,0.0
20140114:0109,0.0,0.0,0.0,15.82,2.23,0.0
20140114:0209,0.0,0.0,0.0,15.74,1.93,0.0
20140114:0309,0.0,0.0,0.0,15.66,1.63,0.0
20140114:0409,0.0,0.0,0.0,15.72,1.71,0.0
20140114:0509,0.0,0.0,0.0,15.78,1.8,0.0
20140114:0609,1824270.0,150.15,6.61,15.83,1.89,0.0
20140114:0709,6213160.0,450.78,16.42,15.94,2.17,0.0
20140114:0809,5925350.0,425.2,24.64,16.05,2.44,1.0
20140114:0909,6956060.0,501.25,30.56,16.16,2.72,0.0
20140114:1009,7727690.0,559.57,33.45,16.33,2.44,0.0
20140114:1109,8939110.0,652.13,32.82,16.49,2.16,0.0
20140114:1209,6476150.0,470.48,28.8,16.66,1.88,0.0
20140114:1309,6254300.0,455.26,21.99,16.61,1.48,0.0
20140114:1409,5193160.0,385.08,13.14,16.56,1.09,0.0
20140114:1509,304980.0,38.02,2.9,16.51,0.69,0.0
20140114:1609,0.0,0.0,0.0,16.46,1.14,0.0
20140114:1709,0.0,0.0,0.0,16.41,1.6,0.0
20140114:1809,0.0,0.0,0.0,16.36,2.06,0.0
20140114:1909,0.0,0.0,0.0,16.35,1.72,0.0
20140114:2009,0.0,0.0,0.0,16.34,1.39,0.0
20140114:2109,0.0,0.0,0.0,16.32,1.06,0.0
20140114:2209,0.0,0.0,0.0,16.41,1.5,0.0
20140114:2309,0.0,0.0,0.0,16.49,1.94,0.0
20140115:0009,0.0,0.0,0.0,16.58,2.37,0.0
20140115:0109,0.0,0.0,0.0,16.68,2.83,0.0
20140115:0209,0.0,0.0,0.0,16.79,3.28,0.0
20140115:0309,0.0,0.0,0.0,16.89,3.74,0.0
20140115:0409,0.0,0.0,0.0,16.87,3.76,0.0
20140115:0509,0.0,0.0,0.0,16.85,3.77,0.0
20140115:0609,1278400.0,110.21,6.67,16.83,3.79,0.0
20140115:0709,2196400.0,170.06,16.51,16.85,4.41,0.0
20140115:0809,1063860.0,91.76,24.75,16.86,5.03,0.0
20140115:0909,3744590.0,275.49,30.71,16.88,5.66,0.0
20140115:1009,5354660.0,385.43,33.62,16.95,5.78,0.0
20140115:1109,3625080.0,267.73,33.01,17.02,5.9,0.0
20140115:1209,1494130.0,122.03,29.0,17.09,6.03,0.0
20140115:1309,3093490.0,230.64,22.18,17.11,6.0,0.0
