time,P,G(i),H_sun,T2m,WS10m,Int
20140729:1209,17459750.0,889.88,62.41,25.13,5.97,0.0
20140729:1309,14458000.0,732.58,51.13,25.36,5.71,0.0
20140729:1409,10595000.0,540.96,39.09,25.59,5.46,0.0
20140729:1509,5695750.0,315.57,26.89,25.81,5.2,0.0
20140729:1609,1282000.0,103.41,14.83,25.69,4.15,0.0
20140729:1709,115250.0,15.68,3.15,25.57,3.1,0.0
20140729:1809,0.0,0.0,0.0,25.45,2.06,0.0
20140729:1909,0.0,0.0,0.0,25.38,2.1,0.0
20140729:2009,0.0,0.0,0.0,25.31,2.14,0.0
20140729:2109,0.0,0.0,0.0,25.25,2.18,0.0
20140729:2209,0.0,0.0,0.0,25.31,2.02,0.0
20140729:2309,0.0,0.0,0.0,25.37,1.87,0.0
20140730:0009,0.0,0.0,0.0,25.44,1.71,0.0
20140730:0109,0.0,0.0,0.0,25.22,1.72,0.0
20140730:0209,0.0,0.0,0.0,25.0,1.74,0.0
20140730:0309,0.0,0.0,0.0,24.79,1.75,0.0
20140730:0409,452250.0,36.59,6.65,24.87,1.47,0.0
20140730:0509,2430500.0,164.91,18.49,24.95,1.18,0.0
