time,P,G(i),H_sun,T2m,WS10m,Int,
20140719,0,0,0,0,23.15,3.14,0
20140719,0,0,0,0,23.08,3.51,0
20140719,0,0,0,0,23.01,3.87,0
20140720,0,0,0,0,22.94,4.23,0
20140720,0,0,0,0,22.87,4.11,0
20140720,0,0,0,0,22.8,4,0
20140720,0,0,0,0,22.73,3.88,0
20140720,0,6997.2,57.02,9.41,23.31,4.93,0
20140720,0,29557.5,204.68,21.25,23.89,5.98,0
20140720,0,56225.4,345.39,33.41,24.48,7.03,0
20140720,0,86570.4,520,45.65,25.03,7.19,0
20140720,0,102662.7,617.69,57.64,25.58,7.34,0
20140720,0,138770.1,840.38,68.53,26.13,7.49,0
20140720,0,143734.5,873.69,75.25,26.14,7.33,0
20140720,0,130918.2,794.32,72.06,26.15,7.17,0
20140720,0,117791.1,712.37,62.23,26.16,7.01,0
20140720,0,115279.5,692.62,50.52,26.09,7.26,0
20140720,0,78810.9,477.92,38.32,26.01,7.52,0
20140720,0,46712.4,309.06,26.1,25.93,7.78,0
20140720,0,9378.6,95.61,14.11,25.38,6.99,0
20140720,0,535.5,11.77,2.57,24.82,6.21,0
20140720,0,0,0,0,24.26,5.42,0
20140720,0,0,0,0,24.07,5.3,0
20140720,0,0,0,0,23.87,5.18,0
20140720,0,0,0,0,23.68,5.06,0
20140720,0,0,0,0,23.69,4.98,0
20140720,0,0,0,0,23.7,4.91,0
20140721,0,0,0,0,23.71,4.83,0
20140721,0,0,0,0,23.59,4.72,0
20140721,0,0,0,0,23.47,4.61,0
20140721,0,0,0,0,23.36,4.5,0
20140721,0,6688.5,55.21,9.3,23.92,5.22,0
20140721,0,29746.5,216.12,21.14,24.49,5.94,0
20140721,0,70749,435,33.3,25.06,6.66,0
20140721,0,108080.7,647.71,45.54,25.61,7.11,0
20140721,0,138805.8,835.56,57.52,26.16,7.55,0
20140721,0,157451.7,955.5,68.39,26.71,8,0
20140721,0,163783.2,997.92,75.06,26.72,7.98,0
20140721,0,165236.4,1005.7,71.91,26.73,7.96,0
20140721,0,149026.5,900.82,62.13,26.73,7.94,0
20140721,0,127665.3,766.76,50.43,26.59,7.53,0
20140721,0,88657.8,537.97,38.24,26.44,7.12,0
20140721,0,46729.2,311.08,26.02,26.29,6.7,0
20140721,0,9139.2,95.03,14.02,25.74,5.39,0
20140721,0,533.4,11.77,2.47,25.19,4.07,0
20140721,0,0,0,0,24.63,2.76,0
20140721,0,0,0,0,24.42,2.54,0
20140721,0,0,0,0,24.2,2.33,0
20140721,0,0,0,0,23.99,2.11,0
20140721,0,0,0,0,23.94,2.11,0
20140721,0,0,0,0,23.9,2.12,0
20140722,0,0,0,0,23.85,2.12,0
20140722,0,0,0,0,23.62,2.18,0
20140722,0,0,0,0,23.39,2.23,0
20140722,0,0,0,0,23.17,2.29,0
20140722,0,6111,51.59,9.18,23.78,2.52,0
20140722,0,29437.8,217.48,21.03,24.39,2.76,0
20140722,0,70975.8,442.9,33.2,25.01,2.99,0
20140722,0,107436,659.94,45.44,25.58,2.93,0
20140722,0,133910.7,835.15,57.4,26.16,2.86,0
20140722,0,150710.7,956.14,68.24,26.73,2.8,0
20140722,0,155295,998.56,74.86,26.74,2.31,0
20140722,0,151836.3,982,71.76,26.74,1.82,0
20140722,0,136668,879.53,62.02,26.74,1.32,0
20140722,0,115728.9,733.28,50.34,26.47,1.11,0
20140722,0,83657.7,527.11,38.16,26.19,0.89,0
20140722,0,45387.3,306.85,25.93,25.91,0.68,0
20140722,0,10266.9,98.17,13.92,25.33,0.84,0
20140722,0,441,10.86,2.36,24.74,1,0
20140722,0,0,0,0,24.15,1.16,0
20140722,0,0,0,0,23.89,1.2,0
20140722,0,0,0,0,23.62,1.24,0
20140722,0,0,0,0,23.36,1.28,0
20140722,0,0,0,0,23.26,1.48,0
20140722,0,0,0,0,23.17,1.67,0
20140723,0,0,0,0,23.07,1.86,0
20140723,0,0,0,0,22.83,1.95,0
20140723,0,0,0,0,22.59,2.04,0
20140723,0,0,0,0,22.36,2.12,0
20140723,0,6564.6,54.3,9.06,22.85,1.62,0
20140723,0,29284.5,213.04,20.92,23.34,1.11,0
20140723,0,70123.2,443.21,33.09,23.84,0.61,0
20140723,0,105903,663.94,45.33,24.43,0.75,0
20140723,0,129597.3,827.29,57.28,25.02,0.9,0
20140723,0,148505.7,966.6,68.08,25.6,1.05,0
20140723,0,155694,1009.22,74.66,25.72,1.62,0
20140723,0,139238.4,883.63,71.59,25.84,2.19,0
20140723,0,116203.5,722.65,61.9,25.95,2.76,0
20140723,0,94025.4,581.3,50.25,25.8,2.38,0
20140723,0,70639.8,438.9,38.07,25.65,2,0
20140723,0,40200.3,263.44,25.84,25.5,1.61,0
20140723,0,11342.1,85.93,13.82,24.93,1.5,0
20140723,0,266.7,9.05,2.25,24.35,1.38,0
20140723,0,0,0,0,23.77,1.27,0
20140723,0,0,0,0,23.53,1.14,0
20140723,0,0,0,0,23.3,1.01,0
20140723,0,0,0,0,23.06,0.88,0
20140723,0,0,0,0,23.05,0.88,0
20140723,0,0,0,0,23.05,0.88,0
20140724,0,0,0,0,23.04,0.88,0
20140724,0,0,0,0,22.91,1.01,0
20140724,0,0,0,0,22.77,1.14,0
20140724,0,0,0,0,22.64,1.27,0
20140724,0,6549.9,54.3,8.93,23.23,1.15,0
20140724,0,29015.7,215.93,20.81,23.82,1.03,0
20140724,0,70557.9,445.99,32.98,24.42,0.91,0
20140724,0,106436.4,666.98,45.22,25.03,0.98,0
20140724,0,132682.2,848.6,57.16,25.64,1.06,0
20140724,0,150276,980.93,67.93,26.24,1.13,0
20140724,0,154713.3,1016,74.46,26.3,1.18,0
20140724,0,155941.8,1022.71,71.42,26.36,1.22,0
20140724,0,138314.4,890.57,61.78,26.42,1.27,0
20140724,0,114531.9,719.97,50.15,26.36,1.56,0
20140724,0,75026.7,467.98,37.97,26.3,1.85,0
20140724,0,46168.5,311.24,25.74,26.23,2.14,0
20140724,0,8891.4,93.7,13.72,25.63,2.21,0
20140724,0,0,0,0,25.03,2.29,0
20140724,0,0,0,0,24.43,2.36,0
20140724,0,0,0,0,24.16,2.07,0
20140724,0,0,0,0,23.88,1.78,0
20140724,0,0,0,0,23.61,1.49,0
20140724,0,0,0,0,23.53,1.7,0
20140724,0,0,0,0,23.45,1.91,0
20140725,0,0,0,0,23.37,2.12,0
20140725,0,0,0,0,23.2,2.16,0
20140725,0,0,0,0,23.03,2.2,0
20140725,0,0,0,0,22.86,2.23,0
20140725,0,6119.4,51.59,8.81,23.49,2.34,0
20140725,0,29217.3,214.11,20.7,24.12,2.45,0
20140725,0,70770,442.19,32.87,24.76,2.55,0
20140725,0,108360,664.21,45.11,25.4,3.08,0
20140725,0,135357.6,837.16,57.04,26.04,3.6,0
20140725,0,154213.5,963.31,67.77,26.68,4.12,0
20140725,0,160492.5,1005.8,74.25,26.75,4.34,0
20140725,0,158468.1,989.26,71.25,26.82,4.56,0
20140725,0,143570.7,886.43,61.65,26.88,4.77,0
20140725,0,122556,748.58,50.04,26.65,4.66,0
20140725,0,86807.7,532.15,37.87,26.42,4.55,0
20140725,0,46412.1,309.66,25.64,26.18,4.44,0
20140725,0,9573.9,95.38,13.61,25.61,4.09,0
20140725,0,0,0,0,25.03,3.74,0
20140725,0,0,0,0,24.45,3.39,0
20140725,0,0,0,0,24.23,3.43,0
20140725,0,0,0,0,24.02,3.47,0
20140725,0,0,0,0,23.8,3.5,0
20140725,0,0,0,0,23.8,3.74,0
20140725,0,0,0,0,23.8,3.98,0
20140726,0,0,0,0,23.8,4.22,0
20140726,0,0,0,0,23.65,4.1,0
20140726,0,0,0,0,23.49,3.98,0
20140726,0,0,0,0,23.34,3.86,0
20140726,0,6115.2,51.59,8.69,23.99,4.86,0
20140726,0,29076.6,207.5,20.58,24.64,5.86,0
20140726,0,70522.2,433.78,32.76,25.29,6.86,0
20140726,0,106995,642.13,44.99,25.87,7.09,0
20140726,0,115243.8,695.6,56.91,26.45,7.32,0
20140726,0,152693.1,930.12,67.6,27.03,7.56,0
20140726,0,163377.9,1001.6,74.04,27.03,7.24,0
20140726,0,161433.3,990.12,71.06,27.02,6.91,0
20140726,0,145467,887.2,61.52,27.01,6.59,0
20140726,0,122658.9,742.13,49.93,26.88,6.42,0
20140726,0,87242.4,531.71,37.77,26.75,6.25,0
20140726,0,46332.3,308.28,25.53,26.62,6.08,0
20140726,0,9781.8,95.69,13.49,26.05,5.21,0
20140726,0,0,0,0,25.48,4.34,0
20140726,0,0,0,0,24.91,3.46,0
20140726,0,0,0,0,24.67,3.22,0
20140726,0,0,0,0,24.43,2.97,0
20140726,0,0,0,0,24.19,2.73,0
20140726,0,0,0,0,24.16,2.78,0
20140726,0,0,0,0,24.14,2.83,0
20140727,0,0,0,0,24.11,2.88,0
20140727,0,0,0,0,23.99,2.81,0
20140727,0,0,0,0,23.86,2.74,0
20140727,0,0,0,0,23.74,2.68,0
20140727,0,5955.6,50.68,8.56,24.35,3.08,0
20140727,0,28938,208.44,20.46,24.96,3.48,0
20140727,0,70142.1,436.68,32.65,25.57,3.88,0
20140727,0,108945.9,664.62,44.88,26.16,4.17,0
20140727,0,137993.1,850.1,56.78,26.75,4.46,0
20140727,0,157029.6,978.87,67.44,27.34,4.74,0
20140727,0,163831.5,1033.7,73.82,27.34,4.14,0
20140727,0,158793.6,1006.01,70.87,27.34,3.54,0
20140727,0,143488.8,905.57,61.38,27.33,2.94,0
20140727,0,118524,742.9,49.81,27.08,2.13,0
20140727,0,85375.5,537.02,37.65,26.83,1.33,0
20140727,0,45049.2,305.76,25.42,26.58,0.52,0
20140727,0,10075.8,96.33,13.37,25.96,0.57,0
20140727,0,0,0,0,25.33,0.63,0
20140727,0,0,0,0,24.7,0.68,0
20140727,0,0,0,0,24.42,0.85,0
20140727,0,0,0,0,24.13,1.03,0
20140727,0,0,0,0,23.85,1.2,0
20140727,0,0,0,0,23.78,1.2,0
20140727,0,0,0,0,23.72,1.21,0
20140728,0,0,0,0,23.65,1.21,0
20140728,0,0,0,0,23.46,1.26,0
20140728,0,0,0,0,23.27,1.31,0
20140728,0,0,0,0,23.09,1.37,0
20140728,0,5823.3,49.78,8.43,23.72,1.08,0
20140728,0,28469.7,203.79,20.35,24.35,0.8,0
20140728,0,67021.5,425.65,32.54,24.99,0.51,0
20140728,0,102851.7,645.95,44.76,25.58,0.95,0
20140728,0,131056.8,834.79,56.65,26.17,1.38,0
20140728,0,149085.3,961.06,67.27,26.75,1.82,0
20140728,0,155635.2,1003.4,73.59,26.78,2.2,0
20140728,0,154362.6,986.93,70.68,26.8,2.57,0
20140728,0,141346.8,888.87,61.23,26.82,2.95,0
20140728,0,119748.3,740.05,49.69,26.71,3.27,0
20140728,0,85083.6,524.79,37.54,26.6,3.59,0
20140728,0,45225.6,301.11,25.3,26.48,3.9,0
20140728,0,10829.7,97.18,13.25,25.94,2.97,0
20140728,0,0,0,0,25.39,2.04,0
20140728,0,0,0,0,24.84,1.1,0
20140728,0,0,0,0,24.6,1.19,0
20140728,0,0,0,0,24.35,1.28,0
20140728,0,0,0,0,24.11,1.37,0
20140728,0,0,0,0,24.01,1.35,0
20140728,0,0,0,0,23.92,1.34,0
20140729,0,0,0,0,23.82,1.32,0
20140729,0,0,0,0,23.59,1.43,0
20140729,0,0,0,0,23.35,1.53,0
20140729,0,0,0,0,23.12,1.63,0
20140729,0,5544,47.97,8.31,23.69,1.28,0
20140729,0,28625.1,214.17,20.23,24.26,0.94,0
20140729,0,70415.1,447.37,32.43,24.84,0.59,0
20140729,0,106079.4,670.4,44.65,25.5,0.6,0
20140729,0,130359.6,843.37,56.52,26.17,0.61,0
20140729,0,147984.9,980.99,67.1,26.83,0.62,0
20140729,0,150775.8,1004.37,73.36,26.92,0.67,0
20140729,0,150891.3,1003.08,70.47,27,0.71,0
20140729,0,136844.4,893.72,61.08,27.08,0.76,0
20140729,0,116155.2,739.9,49.56,26.82,0.92,0
20140729,0,83834.1,527.8,37.42,26.56,1.09,0
20140729,0,45523.8,307.86,25.18,26.3,1.26,0
20140729,0,9011.1,92.6,13.12,25.85,1.25,0
20140729,0,0,0,0,25.4,1.24,0
20140729,0,0,0,0,24.95,1.23,0
20140729,0,0,0,0,24.78,1.49,0
20140729,0,0,0,0,24.62,1.75,0
20140729,0,0,0,0,24.45,2.01,0
20140729,0,0,0,0,24.43,2.07,0
20140729,0,0,0,0,24.41,2.13,0
20140730,0,0,0,0,24.39,2.19,0
20140730,0,0,0,0,24.15,2.23,0
20140730,0,0,0,0,23.91,2.26,0
20140730,0,0,0,0,23.67,2.29,0
20140730,0,5529.3,47.97,8.18,24.35,2.36,0
20140730,0,28639.8,212.07,20.11,25.04,2.44,0
20140730,0,71196.3,447.08,32.31,25.73,2.51,0
20140730,0,108614.1,667.73,44.53,26.42,3.3,0
20140730,0,136985.1,848.2,56.38,27.12,4.09,0
20140730,0,157941,986.06,66.92,27.81,4.88,0
20140730,0,161817.6,1015.67,73.13,27.88,4.83,0
20140730,0,158600.4,994.03,70.27,27.95,4.78,0
20140730,0,144601.8,898.62,60.92,28.01,4.73,0
20140730,0,120407.7,740.75,49.42,27.8,4.47,0
20140730,0,86198.7,532.3,37.29,27.59,4.21,0
20140730,0,46206.3,311.57,25.05,27.37,3.94,0
20140730,0,9069.9,92.25,12.98,26.82,3.15,0
20140730,0,0,0,0,26.26,2.36,0
20140730,0,0,0,0,25.7,1.57,0
20140730,0,0,0,0,25.44,1.7,0
20140730,0,0,0,0,25.18,1.82,0
20140730,0,0,0,0,24.92,1.94,0
20140730,0,0,0,0,24.85,2.03,0
20140730,0,0,0,0,24.77,2.12,0
20140731,0,0,0,0,24.7,2.21,0
20140731,0,0,0,0,24.52,2.13,0
20140731,0,0,0,0,24.34,2.05,0
20140731,0,0,0,0,24.16,1.97,0
20140731,0,5378.1,47.06,8.05,24.73,1.77,0
20140731,0,28242.9,203.3,19.99,25.3,1.57,0
20140731,0,66840.9,422.81,32.2,25.87,1.37,0
20140731,0,101751.3,639.81,44.41,26.47,1.15,0
20140731,0,128942.1,831.63,56.24,27.07,0.93,0
20140731,0,144064.2,953.97,66.74,27.66,0.72,0
20140731,0,153314.7,1001.24,72.89,27.7,1.74,0
20140731,0,152974.5,979.68,70.05,27.73,2.76,0
20140731,0,141489.6,885.61,60.75,27.76,3.78,0
20140731,0,118101.9,726.55,49.28,27.49,4.25,0
20140731,0,85341.9,524.7,37.16,27.22,4.73,0
20140731,0,45666.6,304.87,24.92,26.95,5.2,0
20140731,0,9895.2,93.78,12.84,26.34,4.11,0
20140731,0,0,0,0,25.73,3.01,0
20140731,0,0,0,0,25.11,1.92,0
20140731,0,0,0,0,24.78,1.85,0
20140731,0,0,0,0,24.44,1.79,0
20140731,0,0,0,0,24.11,1.72,0
20140731,0,0,0,0,24.01,1.5,0
20140731,0,0,0,0,23.91,1.27,0
20140801,0,0,0,0,23.81,1.05,0
20140801,0,0,0,0,23.48,1.12,0
20140801,0,0,0,0,23.15,1.2,0
20140801,0,0,0,0,22.82,1.27,0
20140801,0,3899.7,37.11,7.92,23.49,1.16,0
20140801,0,28350,215.66,19.87,24.16,1.06,0
20140801,0,71578.5,453.22,32.08,24.83,0.95,0
20140801,0,105854.7,666.9,44.29,25.53,0.79,0
20140801,0,131886.3,854.14,56.11,26.22,0.62,0
20140801,0,146401.5,974.38,66.56,26.92,0.46,0
20140801,0,153787.2,1033.29,72.65,27.04,0.51,0
20140801,0,149919,1001.36,69.83,27.15,0.56,0
20140801,0,138436.2,909.62,60.58,27.27,0.61,0
20140801,0,110098.8,700.19,49.14,27.12,0.95,0
20140801,0,49875,316.06,37.02,26.96,1.29,0
20140801,0,38637.9,255.35,24.78,26.81,1.63,0
20140801,0,8463,89.56,12.69,26.08,1.61,0
20140801,0,0,0,0,25.35,1.6,0
20140801,0,0,0,0,24.63,1.59,0
20140801,0,0,0,0,24.53,1.29,0
20140801,0,0,0,0,24.43,1,0
20140801,0,0,0,0,24.34,0.7,0
20140801,0,0,0,0,24.28,0.69,0
20140801,0,0,0,0,24.22,0.69,0
20140802,0,0,0,0,24.17,0.68,0
20140802,0,0,0,0,23.85,0.91,0
20140802,0,0,0,0,23.54,1.14,0
20140802,0,0,0,0,23.23,1.38,0
20140802,0,5119.8,45.25,7.79,23.91,1.4,0
20140802,0,28310.1,213.82,19.75,24.6,1.43,0
20140802,0,72609.6,458.87,31.96,25.28,1.45,0
20140802,0,109445.7,685.65,44.17,25.92,1.35,0
20140802,0,134068.2,859.2,55.96,26.56,1.26,0
20140802,0,152699.4,1003.7,66.37,27.2,1.16,0
20140802,0,156714.6,1039.68,72.4,27.33,1.09,0
20140802,0,152817,1011.74,69.6,27.46,1.02,0
20140802,0,139994.4,914.73,60.4,27.59,0.95,0
20140802,0,117360.6,745.25,48.98,27.37,1.3,0
20140802,0,83630.4,524.83,36.88,27.16,1.65,0
20140802,0,44127.3,296.57,24.63,26.94,2,0
20140802,0,10836,84.39,12.54,26.17,2.32,0
20140802,0,0,0,0,25.4,2.64,0
20140802,0,0,0,0,24.64,2.97,0
20140802,0,0,0,0,24.55,2.66,0
20140802,0,0,0,0,24.46,2.36,0
20140802,0,0,0,0,24.37,2.06,0
20140802,0,0,0,0,24.35,1.94,0
20140802,0,0,0,0,24.33,1.82,0
20140803,0,0,0,0,24.31,1.7,0
20140803,0,0,0,0,24.07,1.9,0
20140803,0,0,0,0,23.83,2.1,0
20140803,0,0,0,0,23.6,2.3,0
20140803,0,4021.5,38.01,7.65,24.34,3.04,0
20140803,0,28375.2,210.58,19.63,25.09,3.78,0
20140803,0,69984.6,434.7,31.85,25.83,4.52,0
20140803,0,107620.8,654.15,44.05,26.44,4.91,0
20140803,0,137514.3,842.69,55.82,27.04,5.31,0
20140803,0,156914.1,971.77,66.18,27.65,5.7,0
20140803,0,163963.8,1020.36,72.15,27.7,5.74,0
20140803,0,160673.1,997.59,69.37,27.76,5.79,0
20140803,0,144240.6,887.64,60.22,27.81,5.83,0
20140803,0,123135.6,749.07,48.83,27.49,5.95,0
20140803,0,87935.4,537.15,36.73,27.18,6.07,0
20140803,0,46122.3,309.01,24.49,26.86,6.19,0
20140803,0,8297.1,87.88,12.39,26.11,5.46,0
20140803,0,0,0,0,25.36,4.73,0
20140803,0,0,0,0,24.61,4,0
20140803,0,0,0,0,24.58,3.7,0
20140803,0,0,0,0,24.55,3.4,0
20140803,0,0,0,0,24.53,3.1,0
20140803,0,0,0,0,24.55,3.23,0
20140803,0,0,0,0,24.57,3.36,0
20140804,0,0,0,0,24.59,3.49,0
20140804,0,0,0,0,24.44,3.3,0
20140804,0,0,0,0,24.29,3.1,0
20140804,0,0,0,0,24.14,2.91,0
20140804,0,4147.5,38.92,7.52,24.82,3.89,0
20140804,0,28331.1,211.54,19.51,25.49,4.88,0
20140804,0,72580.2,449.53,31.73,26.17,5.86,0
20140804,0,110382.3,668.07,43.92,26.66,5.87,0
20140804,0,139448.4,851.81,55.68,27.15,5.87,0
20140804,0,157978.8,977.16,65.99,27.64,5.88,0
20140804,0,167122.2,1041.37,71.89,27.63,5.65,0
20140804,0,161275.8,1004.05,69.13,27.62,5.42,0
20140804,0,150234,929.13,60.03,27.61,5.19,0
20140804,0,122442.6,749.16,48.66,27.37,4.93,0
20140804,0,88057.2,541.06,36.58,27.14,4.67,0
20140804,0,46034.1,309.99,24.33,26.9,4.41,0
20140804,0,7791,85.63,12.23,26.14,3.54,0
20140804,0,0,0,0,25.38,2.67,0
20140804,0,0,0,0,24.63,1.79,0
20140804,0,0,0,0,24.58,1.92,0
20140804,0,0,0,0,24.53,2.04,0
20140804,0,0,0,0,24.49,2.17,0
20140804,0,0,0,0,24.48,2.12,0
20140804,0,0,0,0,24.47,2.08,0
20140805,0,0,0,0,24.47,2.04,0
20140805,0,0,0,0,24.26,2.06,0
20140805,0,0,0,0,24.06,2.09,0
20140805,0,0,0,0,23.86,2.11,0
20140805,0,4286.1,39.82,7.39,24.6,2.88,0
20140805,0,28236.6,209.87,19.38,25.33,3.65,0
20140805,0,72025.8,448.2,31.61,26.07,4.41,0
20140805,0,110008.5,668.22,43.8,26.65,5.18,0
20140805,0,139654.2,853.11,55.53,27.24,5.95,0
20140805,0,157346.7,968.16,65.79,27.82,6.72,0
20140805,0,167342.7,1037.62,71.63,27.84,6.39,0
20140805,0,161158.2,999.11,68.88,27.85,6.06,0
20140805,0,150093.3,925.5,59.84,27.87,5.74,0
20140805,0,121075.5,738.71,48.5,27.63,5.57,0
20140805,0,87003,533.45,36.42,27.38,5.41,0
20140805,0,45175.2,302.7,24.17,27.14,5.24,0
20140805,0,8181.6,86.13,12.06,26.36,4.13,0
20140805,0,0,0,0,25.58,3.03,0
20140805,0,0,0,0,24.8,1.92,0
20140805,0,0,0,0,24.72,1.95,0
20140805,0,0,0,0,24.64,1.99,0
20140805,0,0,0,0,24.57,2.03,0
20140805,0,0,0,0,24.57,2.06,0
20140805,0,0,0,0,24.58,2.1,0
20140806,0,0,0,0,24.59,2.14,0
20140806,0,0,0,0,24.35,2.26,0
20140806,0,0,0,0,24.11,2.38,0
20140806,0,0,0,0,23.88,2.5,0
20140806,0,3882.9,37.11,7.25,24.56,2.58,0
20140806,0,28257.6,210.98,19.26,25.23,2.66,0
20140806,0,71492.4,448.26,31.49,25.91,2.74,0
20140806,0,108215.1,665.64,43.67,26.39,3.2,0
20140806,0,136752,849.39,55.38,26.86,3.65,0
20140806,0,154530.6,969.52,65.59,27.34,4.1,0
20140806,0,162376.2,1038.02,71.36,27.32,3.14,0
20140806,0,156954,1015.09,68.63,27.3,2.17,0
20140806,0,143232.6,930.89,59.63,27.28,1.21,0
20140806,0,119991.9,757.13,48.32,27.03,1.66,0
20140806,0,86711.1,541.05,36.26,26.77,2.1,0
20140806,0,45313.8,306.28,24.01,26.52,2.54,0
20140806,0,8032.5,85.1,11.89,25.76,2.17,0
20140806,0,0,0,0,25,1.8,0
20140806,0,0,0,0,24.25,1.43,0
20140806,0,0,0,0,24.22,1.51,0
20140806,0,0,0,0,24.19,1.59,0
20140806,0,0,0,0,24.16,1.67,0
20140806,0,0,0,0,24.17,1.43,0
20140806,0,0,0,0,24.18,1.18,0
20140807,0,0,0,0,24.2,0.94,0
20140807,0,0,0,0,23.9,1.15,0
20140807,0,0,0,0,23.61,1.36,0
20140807,0,0,0,0,23.32,1.57,0
20140807,0,4431,40.73,7.12,23.99,1.61,0
20140807,0,28020.3,205.57,19.14,24.66,1.66,0
20140807,0,69990.9,440.5,31.37,25.33,1.7,0
20140807,0,106858.5,665.82,43.54,25.89,1.69,0
20140807,0,127879.5,810.45,55.23,26.45,1.68,0
20140807,0,149074.8,965.64,65.39,27.01,1.67,0
20140807,0,150462.9,985.8,71.09,27.07,1.34,0
20140807,0,142056.6,930.93,68.38,27.12,1.01,0
20140807,0,126390.6,821.15,59.43,27.18,0.68,0
20140807,0,52575.6,333.61,48.14,27.07,0.83,0
20140807,0,14137.2,102.17,36.09,26.96,0.98,0
20140807,0,27255.9,182.07,23.84,26.85,1.13,0
20140807,0,7837.2,83.52,11.71,26.06,1.38,0
20140807,0,0,0,0,25.27,1.64,0
20140807,0,0,0,0,24.49,1.89,0
20140807,0,0,0,0,24.4,1.74,0
20140807,0,0,0,0,24.31,1.6,0
20140807,0,0,0,0,24.22,1.45,0
20140807,0,0,0,0,24.19,1.48,0
20140807,0,0,0,0,24.16,1.5,0
20140808,0,0,0,0,24.13,1.53,0
20140808,0,0,0,0,23.88,1.44,0
20140808,0,0,0,0,23.63,1.36,0
20140808,0,0,0,0,23.38,1.27,0
20140808,0,4021.5,38.01,6.98,24.08,1.22,0
20140808,0,25930.8,182.16,19.01,24.77,1.17,0
20140808,0,67536,426.95,31.25,25.47,1.12,0
20140808,0,101934,643.02,43.41,26.06,0.78,0
20140808,0,129444,842.9,55.07,26.64,0.44,0
20140808,0,144910.5,976.57,65.18,27.23,0.1,0
20140808,0,153545.7,1040,70.82,27.32,0.32,0
20140808,0,143337.6,953.31,68.11,27.4,0.55,0
20140808,0,134059.8,875.57,59.21,27.49,0.77,0
20140808,0,110075.7,699.64,47.96,27.26,1.02,0
20140808,0,84119.7,529.67,35.91,27.02,1.26,0
20140808,0,44207.1,300,23.67,26.79,1.5,0
20140808,0,7675.5,82.45,11.53,26.01,1.49,0
20140808,0,0,0,0,25.23,1.47,0
20140808,0,0,0,0,24.45,1.45,0
20140808,0,0,0,0,24.37,1.56,0
20140808,0,0,0,0,24.29,1.68,0
20140808,0,0,0,0,24.21,1.79,0
20140808,0,0,0,0,24.14,1.87,0
20140808,0,0,0,0,24.08,1.94,0
20140809,0,0,0,0,24.02,2.01,0
20140809,0,0,0,0,23.86,2.05,0
20140809,0,0,0,0,23.7,2.09,0
20140809,0,0,0,0,23.55,2.12,0
20140809,0,4158,38.92,6.85,24.26,2.89,0
20140809,0,27230.7,193.7,18.89,24.96,3.66,0
20140809,0,61876.5,383.97,31.12,25.67,4.43,0
20140809,0,82551,503,43.28,26.22,4.84,0
20140809,0,133343.7,815.97,54.92,26.77,5.26,0
20140809,0,134324.4,826.38,64.97,27.32,5.67,0
20140809,0,163451.4,1014.75,70.54,27.35,5.83,0
20140809,0,159442.5,986.45,67.85,27.38,5.98,0
20140809,0,149784.6,918.91,58.99,27.41,6.14,0
20140809,0,118582.8,719.04,47.77,27.24,6.34,0
20140809,0,89195.4,543.42,35.73,27.08,6.55,0
20140809,0,45341.1,304.21,23.49,26.91,6.76,0
20140809,0,7761.6,82.15,11.35,26.15,6.17,0
20140809,0,0,0,0,25.4,5.59,0
20140809,0,0,0,0,24.65,5.01,0
20140809,0,0,0,0,24.62,4.99,0
20140809,0,0,0,0,24.59,4.98,0
20140809,0,0,0,0,24.57,4.97,0
20140809,0,0,0,0,24.57,4.7,0
20140809,0,0,0,0,24.57,4.43,0
20140810,0,0,0,0,24.57,4.17,0
20140810,0,0,0,0,24.44,4,0
20140810,0,0,0,0,24.31,3.83,0
20140810,0,0,0,0,24.19,3.66,0
20140810,0,4013.1,38.01,6.71,24.87,4.86,0
20140810,0,27801.9,200.88,18.76,25.55,6.07,0
20140810,0,71513.4,440.65,31,26.23,7.28,0
20140810,0,109956,660.88,43.15,26.76,7.55,0
20140810,0,142401,861.17,54.76,27.3,7.83,0
20140810,0,160246.8,978.58,64.76,27.83,8.1,0
20140810,0,169665.3,1042.14,70.26,27.84,7.88,0
20140810,0,160889.4,986.8,67.57,27.84,7.66,0
20140810,0,145269.6,885.6,58.77,27.85,7.43,0
20140810,0,118849.5,719.09,47.57,27.67,7.25,0
20140810,0,87874.5,535.64,35.55,27.48,7.06,0
20140810,0,44746.8,300.21,23.31,27.3,6.87,0
20140810,0,7564.2,80.52,11.16,26.52,5.63,0
20140810,0,0,0,0,25.75,4.39,0
20140810,0,0,0,0,24.98,3.14,0
20140810,0,0,0,0,24.95,2.82,0
20140810,0,0,0,0,24.93,2.49,0
20140810,0,0,0,0,24.91,2.17,0
20140810,0,0,0,0,24.94,2.28,0
20140810,0,0,0,0,24.97,2.39,0
20140811,0,0,0,0,25.01,2.5,0
20140811,0,0,0,0,24.8,2.41,0
20140811,0,0,0,0,24.6,2.33,0
20140811,0,0,0,0,24.4,2.25,0
20140811,0,4004.7,38.01,6.58,25.08,2.7,0
20140811,0,27783,204.41,18.64,25.77,3.15,0
20140811,0,70692.3,441.75,30.88,26.45,3.6,0
20140811,0,108868.2,668,43.02,26.98,3.86,0
20140811,0,138986.4,862.74,54.6,27.52,4.12,0
20140811,0,155853.6,979.1,64.54,28.05,4.39,0
20140811,0,161154,1026.54,69.97,28.05,3.65,0
20140811,0,155677.2,998.11,67.29,28.04,2.91,0
20140811,0,140721,900.85,58.54,28.04,2.17,0
